-10.000000000000002	0.	0.
-10.000000000000002	0.	0.005
-10.000000000000002	0.	0.01
-10.000000000000002	0.	0.015
-10.000000000000002	0.	0.02
-10.000000000000002	0.	0.025
-10.000000000000002	0.	0.03
-10.000000000000002	0.	0.035
-10.000000000000002	0.	0.04
-10.000000000000002	0.	0.045
-10.000000000000002	0.	0.05
-10.000000000000002	0.	0.055
-10.000000000000002	0.	0.06
-10.000000000000002	0.	0.065
-10.000000000000002	0.	0.07
-10.000000000000002	0.	0.075
-10.000000000000002	0.	0.08
-10.000000000000002	0.	0.085
-10.000000000000002	0.	0.09
-10.000000000000002	0.	0.095
-10.000000000000002	0.	0.1
-10.000000000000002	0.	0.105
-10.000000000000002	0.	0.11
-10.000000000000002	0.	0.115
-10.000000000000002	0.	0.12
-10.000000000000002	0.	0.125
-10.000000000000002	0.	0.13
-10.000000000000002	0.	0.135
-10.000000000000002	0.	0.14
-10.000000000000002	0.	0.145
-10.000000000000002	0.	0.15
-10.000000000000002	0.	0.155
-10.000000000000002	0.	0.16
-10.000000000000002	0.	0.165
-10.000000000000002	0.	0.17
-10.000000000000002	0.	0.17500000000000002
-10.000000000000002	0.	0.18
-10.000000000000002	0.	0.185
-10.000000000000002	0.	0.19
-10.000000000000002	0.	0.195
-10.000000000000002	0.	0.2
-10.000000000000002	0.	0.20500000000000002
-10.000000000000002	0.	0.21
-10.000000000000002	0.	0.215
-10.000000000000002	0.	0.22
-10.000000000000002	0.	0.225
-10.000000000000002	0.	0.23
-10.000000000000002	0.	0.23500000000000001
-10.000000000000002	0.	0.24
-10.000000000000002	0.	0.245
-10.000000000000002	0.	0.25
-10.000000000000002	0.	0.255
-10.000000000000002	0.	0.26
-10.000000000000002	0.	0.265
-10.000000000000002	0.	0.27
-10.000000000000002	0.	0.275
-10.000000000000002	0.	0.28
-10.000000000000002	0.	0.28500000000000003
-10.000000000000002	0.	0.29
-10.000000000000002	0.	0.295
-10.000000000000002	0.	0.3
-10.000001245848882	0.005	0.
-10.000001245848882	0.005	0.005
-10.000001245848882	0.005	0.01
-10.000001245848882	0.005	0.015
-10.000001245848882	0.005	0.02
-10.000001245848882	0.005	0.025
-10.000001245848882	0.005	0.03
-10.000001245848882	0.005	0.035
-10.000001245848882	0.005	0.04
-10.000001245848882	0.005	0.045
-10.000001245848882	0.005	0.05
-10.000001245848882	0.005	0.055
-10.000001245848882	0.005	0.06
-10.000001245848882	0.005	0.065
-10.000001245848882	0.005	0.07
-10.000001245848882	0.005	0.075
-10.000001245848882	0.005	0.08
-10.000001245848882	0.005	0.085
-10.000001245848882	0.005	0.09
-10.000001245848882	0.005	0.095
-10.000001245848882	0.005	0.1
-10.000001245848882	0.005	0.105
-10.000001245848882	0.005	0.11
-10.000001245848882	0.005	0.115
-10.000001245848882	0.005	0.12
-10.000001245848882	0.005	0.125
-10.000001245848882	0.005	0.13
-10.000001245848882	0.005	0.135
-10.000001245848882	0.005	0.14
-10.000001245848882	0.005	0.145
-10.000001245848882	0.005	0.15
-10.000001245848882	0.005	0.155
-10.000001245848882	0.005	0.16
-10.000001245848882	0.005	0.165
-10.000001245848882	0.005	0.17
-10.000001245848882	0.005	0.17500000000000002
-10.000001245848882	0.005	0.18
-10.000001245848882	0.005	0.185
-10.000001245848882	0.005	0.19
-10.000001245848882	0.005	0.195
-10.000001245848882	0.005	0.2
-10.000001245848882	0.005	0.20500000000000002
-10.000001245848882	0.005	0.21
-10.000001245848882	0.005	0.215
-10.000001245848882	0.005	0.22
-10.000001245848882	0.005	0.225
-10.000001245848882	0.005	0.23
-10.000001245848882	0.005	0.23500000000000001
-10.000001245848882	0.005	0.24
-10.000001245848882	0.005	0.245
-10.000001245848882	0.005	0.25
-10.000001245848882	0.005	0.255
-10.000001245848882	0.005	0.26
-10.000001245848882	0.005	0.265
-10.000001245848882	0.005	0.27
-10.000001245848882	0.005	0.275
-10.000001245848882	0.005	0.28
-10.000001245848882	0.005	0.28500000000000003
-10.000001245848882	0.005	0.29
-10.000001245848882	0.005	0.295
-10.000001245848882	0.005	0.3
-10.000004966915434	0.01	0.
-10.000004966915434	0.01	0.005
-10.000004966915434	0.01	0.01
-10.000004966915434	0.01	0.015
-10.000004966915434	0.01	0.02
-10.000004966915434	0.01	0.025
-10.000004966915434	0.01	0.03
-10.000004966915434	0.01	0.035
-10.000004966915434	0.01	0.04
-10.000004966915434	0.01	0.045
-10.000004966915434	0.01	0.05
-10.000004966915434	0.01	0.055
-10.000004966915434	0.01	0.06
-10.000004966915434	0.01	0.065
-10.000004966915434	0.01	0.07
-10.000004966915434	0.01	0.075
-10.000004966915434	0.01	0.08
-10.000004966915434	0.01	0.085
-10.000004966915434	0.01	0.09
-10.000004966915434	0.01	0.095
-10.000004966915434	0.01	0.1
-10.000004966915434	0.01	0.105
-10.000004966915434	0.01	0.11
-10.000004966915434	0.01	0.115
-10.000004966915434	0.01	0.12
-10.000004966915434	0.01	0.125
-10.000004966915434	0.01	0.13
-10.000004966915434	0.01	0.135
-10.000004966915434	0.01	0.14
-10.000004966915434	0.01	0.145
-10.000004966915434	0.01	0.15
-10.000004966915434	0.01	0.155
-10.000004966915434	0.01	0.16
-10.000004966915434	0.01	0.165
-10.000004966915434	0.01	0.17
-10.000004966915434	0.01	0.17500000000000002
-10.000004966915434	0.01	0.18
-10.000004966915434	0.01	0.185
-10.000004966915434	0.01	0.19
-10.000004966915434	0.01	0.195
-10.000004966915434	0.01	0.2
-10.000004966915434	0.01	0.20500000000000002
-10.000004966915434	0.01	0.21
-10.000004966915434	0.01	0.215
-10.000004966915434	0.01	0.22
-10.000004966915434	0.01	0.225
-10.000004966915434	0.01	0.23
-10.000004966915434	0.01	0.23500000000000001
-10.000004966915434	0.01	0.24
-10.000004966915434	0.01	0.245
-10.000004966915434	0.01	0.25
-10.000004966915434	0.01	0.255
-10.000004966915434	0.01	0.26
-10.000004966915434	0.01	0.265
-10.000004966915434	0.01	0.27
-10.000004966915434	0.01	0.275
-10.000004966915434	0.01	0.28
-10.000004966915434	0.01	0.28500000000000003
-10.000004966915434	0.01	0.29
-10.000004966915434	0.01	0.295
-10.000004966915434	0.01	0.3
-10.000011138759422	0.015	0.
-10.000011138759422	0.015	0.005
-10.000011138759422	0.015	0.01
-10.000011138759422	0.015	0.015
-10.000011138759422	0.015	0.02
-10.000011138759422	0.015	0.025
-10.000011138759422	0.015	0.03
-10.000011138759422	0.015	0.035
-10.000011138759422	0.015	0.04
-10.000011138759422	0.015	0.045
-10.000011138759422	0.015	0.05
-10.000011138759422	0.015	0.055
-10.000011138759422	0.015	0.06
-10.000011138759422	0.015	0.065
-10.000011138759422	0.015	0.07
-10.000011138759422	0.015	0.075
-10.000011138759422	0.015	0.08
-10.000011138759422	0.015	0.085
-10.000011138759422	0.015	0.09
-10.000011138759422	0.015	0.095
-10.000011138759422	0.015	0.1
-10.000011138759422	0.015	0.105
-10.000011138759422	0.015	0.11
-10.000011138759422	0.015	0.115
-10.000011138759422	0.015	0.12
